exp_id,chunk,retriever,model,n_docs,ret_recall,ret_mrr,gen_fill,gen_match,gen_sim
47,C1,R2,G1,20,0.8404761904761905,0.629079178823208,1.0,0.5023809523809523,67.04531183787132
